tweet_idx,tweet_text,model_responses,corrected_model_responses,offense
1729890854683418754,Kyu re CAA toh Hindus Buddhist Sikh Minority ke Persecution ke liye Bana hai ish se Mullo ko kya Dikkat ? Yeh Desh toh Aakhir Hindus Sikh Buddhist ka hi hai Na ?,"

OFF",1,1
1729889991470551337,Ha allah ka raj hota to ...Pakistan k jese aata bhi bhik me mangte par ...mahngai pe gyan nhi dete tab ...😂. kafiro hindu sikh ka katal karte tab manvta nhi dijhti na hi koi sit tan juda wala amm khudata,"NOT

",0,1
1729888775071994111,Log dukh ke sath jeena sikh lete hai,"

OFF",1,0
1729880747014766711,"Shaheed Jathedar Gurdev Singh Kaunke – brief biographical note ~ 
 

 #SikhSiyasat",OFF,1,0
1729880603154432243,"Yeh Hooda Saab toh bolte hai hum jaat hai ,jaaton k alawa kahi aur shadi ni karte the ,jaat sirf jaat Hove hai ,na hindu ,na musalman na Sikh. Gyan pelte the apke crush","

OFF",1,0
1729876857804492877,chaliye Kam se Kam video banana to sikh gaye raul baba..,NOT,0,0
1729898762699735418,"Sach bol Diya, 🪔 nabi ki sachchai batane pe itna ho halla kyu. Agar itna he kharab lag raha hai to ghar vapsi kar lo shayad sukoon mile. Aise majhab ka kya fayda jiska malik khud aatanki banata hai.","

",0,1
1729857325736051126,Sach sun nahi sakte to islam tyag kar ghar vapsi kar lo. Varna log vaise he khodte rahenge aur aatankiyo ki jal kar raakh hoti rahegi.,"

OFF",1,1
1729481430244483128,Na kro bhai Ambani kaka kahi butler ki na ghar vapsi karade🤣,,0,1
1729364126349099436,"Ghar vapsi karne ke bad iska hal bhi waseem rizvi ki tarah ho jayega 
 

 Dhobi ka kutta n ghar ka n ghat ka","

OFF",1,1
1729201066779218205,"Jin logo ne apko samarthan Diya hai,unki lge hatho ghar vapsi bhi krwa lijiye,",NOT,0,0
1728097587008532970,"Thailand Prime Minister Srettha Thavisin says Peace can be established in world only through Hindu values of life 🚩🚩🚩
 

 Srettha said the world which is struggling with turmoil should take inspiration from Hindu values 🚩🚩🚩
 The Lelis require fire extinguisher for their 🍑s🤭😂","

OFF",1,1
1727688710966194452,"Tum kisi ko ghar vapsi ka mauka hi nahi doge kya?
 Chahte ho kya vo kisi suitcase ya fridge mein mile?
 

 Love-J had ki victims isliye bhi nahi vapsi kr pati kyonki society se acceptance nahi milta.
 

 Tumse aisi asha nahi thi bhai.
 

 Jab kuch galat vo bolegi toh uska virodh hoga.",,0,0
1727165238288806294,"Jab javab nahi hota to anargal pralap karte ho, iska matlab alla aur nabi he aatanki paida karta hai. Ghar vapsi kar lo, kyunki kagaz me tumhara purkha koi garibdas he niklega, jisne talvar k dar se salvar pahan li thi. Suna hai pathani suit k peeche bhi ek hindu raja the.","

OFF",1,1
1727010365031256093,Tere purvaj bhi Jain the pakhandi. Aaja teri me ghar vapsi karta hu Jain me,"

OFF",1,1
1681505535147819008,Sant shri Aasharam bapujine logoko ghar vapsi karaya bhajan karo bhojan karo aor dakshina payo ki mohim chalai 55 varsh ho gaye seva karte karte,NOT,0,0
1675470660313939968,"Iss haramjaday say poocho ki Ghar vapsi kay baad unko Caste kon cee allott hogi.
 

 Brahman banayega kya yey unn musalmano ko jo Ghar vapsi ko raji hongay.","

OFF",1,1
1671736268550733827,"Sant Shri Asharamji Bapu Stop Conversion that's he is in Jail .
 

 #85000 Ghar vapsi karane wala satn hai Asharamji Bapu 
 

 #Ban_Conversion","

Note",0,0
1669233322608967680,Beta tyagi Ghar vapsi kar lo tumhare bap dada kayar the tumhe bhi bana gaye,NOT,0,1
1664478078272442368,"#किसने_मुहिम_चलाई
 Sant Shri Asharamji Bapu ने 
 Jab Sab Soye The तब लाखों हिंदुओं की Ghar Vapsi की।
 Tab Jaga Tha Ek Masiha #बापूजी जो उन सबके लिए अनेक सेवा कार्य चलाएं।
 आज युवाओं एवं महिलाओं को संस्कृति की रक्षा करके पतन से बचाया है।","NOT

",0,0
1687114864307945472,"बिल्कुल सही कहा ! 
 

 दंगा करवाने वाले, धर्म रक्षा की बात करने वालों के बच्चे इन सबसे दूर विदेशों में पढ़ते हैं 
 

 जबकि
 

 दंगा करने वाले, गाड़ियो में झंडा लगाकर धर्म रक्षा करते पढ़े लिखे बेरोज़गार युवक अपनी जान इन भ्रामक आह्वानों में दे देते हैं l 
 

 #Haryana #HaryanaBurning #Riots","

The",0,0
1686259483172048896,"चल बलिए उड़ चलिए।
 जिथे न फसाद होवे,
 अमन चैन दा वास होवे।। 🦅🦜💕💖
 #riot #riots #Nuh #haryana #india #socialmedia #social #Mewat #MewatSOS",NOT,0,0
1729884267319337459,Ye Atiyant dukh daayak kharab sunkar... Behad dukh hua... Bhagwan unki aatma ko Shanti pradaan kare.. Om Shanti. 🙏,NOT,0,0
1729841847609016643,Om Shanti Prabhu jagannath jaldi daki nele,NOT,0,0
1729817056927752636,Om Shanti.... Respected Bhai sahab 🙏🏽🙏🏽🙏🏽,NOT,0,0
1729912864536662330,Mashwani ki Party kay lie bohot Qurbanian hain,"

(",0,0
1729912429445050849,Dekh rha Hon Or Pareshan b hon😭😭😂😂😂,"

(",0,0
1729911779419931045,"RSS koh toh Sardar Patel Khatam hi Kardiya tha..per Nehruji ko Democracy ka Kida kata hua tha, joh Ban hatane ke liye Patelji ko majboor kiya ! 
 

 Tumhara golwarkar naak ragad kar mafinama likha aur Kasam khai ki kabhi politics nahi karenge aur deshvirodhi harkat nahi karenge! 🤬",,0,0
1729908501420634223,"Sardar 1 ae mokka padam.
 To Karthi 👇🏻","NOT
S",0,0
1729906105688486149,Ap bohot masoom ho yah Choron kaysath Milay howay ho?,"

",0,0
1729901135992168652,Yara tum to ajeeb kism k admi ho bas kahani banana to koi tum sae seekhe,"NOT 
",0,0
1729899664655450487,Bhai..upar se order aaya hunga..mureedon ke sardar block karaye honge..Yakutpura haarte bolke darr laga hua hai !!,"

OFF",1,0
1729899169190760670,"As a muslim jo hamari duty ha wo hamain pata chalti ha, k jab kuch bura kam ho, buray halat hon, buray log hon , musalman unhain roknay k lia ponchta ha, burai k pechay bhagta ha usay roknay k lia, burai se ni bhagta ha
 #IMS #IslamicMessagingSystem 
 #SahilAdeem","

",0,0
1729770312974151979,बाबा बोखनाग का आशीर्वाद ले कर काम शुरू करा मुकम्मल तो होना ही था!! #gharvapsi कर लो सकून में बीतेगी ज़िंदगी 🚩🚩🚩,NOT,0,0
1729854276241883320,"Yahood ka ik ilaaj
 Al jihad wal jihad","NOT

",0,1
1729848576048562528,Defense ke satta mein hona ya Hindu party Homa zaruri hai kya? Mein ishile poochraha hu kyu ki in sab ka time khatam ho chukar hai aur zombies active ho Rahe Hai poore world mein. Kabhi bhi unka alla unke kano mein jihad bolsakta hai aur ye haramkhor suicide vest pehankar fatt,"


",0,1
1729842797404893204,"Eska baap bhi koi hero nhi tha, Afghanistan me jihad ke naam pr Dehshatgard paida krne wale logon me se tha. 30 sal Afghanistan or Pakistan Dehshatgardi Ka shukar inhi logon ki wajah se rahe","NOT

",0,1
1729824461136728505,इस Genocide के विरुद्ध #Islamic #Jihad और #Hamas ने जीत हासिल करके इस्लाम के नाम से पीड़ित लोगो को भी चुनौती दी है। अब अंधभक्त पोस्ट के निचे हगे बिना मानेगे नहीं,"

",0,1
1729797728828297355,"Inka koi bharosa nhi ye kab apni ummah ke liye jihad shuru krdein kashmir mein,army kitna control kr legi 50 lakh population hai inn haramiyon ki..","

",0,1
1621800624450056193,Green pagadi hain iss main bhai wesa v ya hit hojayaga,NOT,0,0
1644548144481587202,"Shriman ji Raj.par attention nahi ha. Eis pagadi wale mantri ke bhorase to ap ki bahut jyada nuksan hoga. Eik dam nishkriya ha.Bikaner ko koi vikas nahi kar Raha ha. Sadke tuti padi ha, MC me BJP ka curruption ka aalam. Kagazo me sab Kam ho jata ha 2-3 bat nexus se paisa bant","OFF
",1,0
1729919729089806458,Chutiya pahle love jihad kya hote hai wo pata kar jake,"NOT

",0,1
1729917239426740339,"Kaha hai woh sanghi chumtiye jo love jihad keh keh ke chillate hai?? 
 

 Is k ko jail mei dalo aur acche se khatir dari karo iska... 
 

 Being a hindu, i condemn what this b has done 
 

 #StopIslamophobia
 

 #NITSrinagar 
 #KashmirLivesMatter 
 #Kashmir 
 #Srinagar","

",0,1
1729751585033437193,"This boy Prathamesh shinde of NIT Srinagar Insulted our Prophet Muhammad. He also have a R*ndi GF from Kashmir. I am exposing them. Bhagwa Trap Should be exposed. 
 

 #NITSrinagar 
 #KashmirLivesMatter 
 #Kashmir 
 #BhagwaLoveTrap 
 #Srinagar","

",0,1
1729908337037471865,"Kripya meri aur mere Parivar ki raksha Karen hamen Suraksha pradan Karen ham per hamla karne Wale jihadi Abhi Tak nahin pakde gaye hain.
  R.Yuva Hindu Vahini
 9454435009
 6394214399","

OFF",1,0
1729906118959493343,Ye arab ki najayaj aulad hai unko kya bolenge ye jihadi,"

",0,1
1729905954890879459,Apne baap ki photo kyu laga di jihadi,"

A",0,1
1729895481139249607,"Jihadi hai bo uljho mat 
 Kasai ki chhuri le aayega","NOT

",0,1
1729880098755825796,Keral mein ek jihadi ne Bana diya tha shiksha ke mandir ko vaishyalaya,"

Note",0,1
1729783757366833451,"क्लास में मुख से संभोग सिखाने वाला प्रोफेसर इख़्तियार अहमद निलंबित, केरल की यूनिवर्सिटी में क्लासरूम को बना दिया था सेक्स और यौन आनंद का अड्डा
 

 #Kerala #SexualMolestation","NOT

",0,1
1729877897538932765,Wo sab to theek hai par bhai ne reverse love jihad kar diya 🫡,"OFF
",1,0
1729106024727236795,"Don’t forget Nazir Hussain, the dukhiyari of all Baaps! Main meri pagdi aap ke pairon par rakhta hoon. Baraat ko waapas mat le jaaiye…!","NOT

",0,0
1729082590282629164,"Jato ki pagdi Ashok gahlot ke aagey bicha di, kishan kom....🤣🤣","

",0,1
1729024408902398183,Har Pagdi pehenne wala Khalsa panth ka nahi hota. Kuch paki bsd wale bhesh badalkar aa jaate hai.,NOT,0,1
1728377860518187070,Mujhey to Pagdi Utarti Dikh rahi hai,"

",0,0
1727874348969804063,"लाल पागडी अमिट पहचान है हमारी, इसलिए हम भी यहीं है,
 शिकायत हो सकती है किसी से लेकिन शिकवे नही है,
 हम कुछ कहे सुने अपनो से इतना समय बचा नही है,
 बस इतना समझो की ये पागड़ी हमारी शान है
  लाल पागडी जिंदाबाद
 एक ही फैसला 
 सिर्फ विजय बैंसला 
 

 #Support_lal_pagdi 🙏🏻","
OFF",1,0
1727834675413205473,"Bhai aaise to rajasthan me ek congress ke vidhyak ne pagdi fek di thi..
 Ye ghatna har smaj ke vykti ke sath hoti h",NOT,0,0
1727745902318879091,ये आतंकी है सिक्ख नहीं.. तो pagdi कहाँ से लाएगा?,"NOT

",0,0
1687558804773502976,Asa Kay 1000sqft cha Ghar tumhi MP Ani MLA la dete aamhi garib manhus Kay paap kela pagdi madhun Ghar gheun nalayak landlord redvlopmnt karat nai tumhala 3 mahine zale letter dilya tumhi pan Kay uttar nai dile 4 varshana ami 16 tenant Bina bhade bhar farte tumhala laaj vatat kay,"NOT

",0,0
1687426987588263937,#modi ji Humari madad kare hum 4 saal se beghar hai Bina bhade ke pagdi system me kisi bhi tarah se koi madad nai mili hume na hume help kar rahe hai na he local MLA ko bhi kuch help nai karni hum Gaye the unke pas humare liye waqt nhi,"OFF
",1,0
1687325391940399104,"गणपति को तो पीठ दिखाकर पता नही कैमरे को ढोक लगा रहा है
 धन्य हैं प्रभु 🙏🙏",NOT,0,0
1729929948184637541,"Arya samaj koi sampraday nahi
 Arya samaji vyakti sirf karm se Banta hai
 Arya samaj me har jati se har religion se har sampradaya se log nikal kar jude hai
 

 Mai khud ak shakt hindu parivaar se tha abhi arya samaj me hu
 Ham sangathan hai sanatan raksha ke liye kaam kar rahe hai","

OFF",1,0
1729929207537660379,"Wahi hindu jiska "" Gautam"" tune lagaya hai","

OFF",1,0
1729929104013824089,"Tum he bolo jo kashmir mai tum logo ne kia kya vo thek tha
 Hmare Kashmiri Hindus ke sath jo kia kya vo thik tha
 Hmare Chandrabhaga Region, Rajouri mai tum logo ne jo kia kya vo thik tha?
  Javab do
  2013 mai hmara ghr jalane tumhare he kom ke aye kya vo acha kr rhe the?",NOT,0,0
1729928571798614134,"Fir 10 saal itna drama Kyun kar rahe the so called hindutvadi?
 Waise Sahi kaha 100 crore Hindu ek Hindu PM/HM ke Raaj me bahot akele hain 😂😂😂",NOT,0,0
1729928475157655768,"Know this man, abhi bhi aise kaafi Hindu hai jabhi humari satta hai samjha bulle",NOT,0,0
1729928182198116661,"Abe suwar oh tere apne hindu hi tere bhagwan ko glat bolte h 
 Tere dhram ko gaali dete h musalman aisa nhi krte h samjha suwar
 To jab tere dhram Wale hi tum logo ko gaali do
 Na hum kisi ko gaali dete h na hi hum gaali sun sakte h","NOT

",0,1
1729927826646642797,"Jaisa tumko Muslim atanki nhi pasand...
 Waise humko Hindu atanki nhi pasand...
 Hum bhi bhot se Hinduo ki izzat kartey hai, 
 Mager jahilo ki nhi...",,0,0
1729927753896751362,Jat hindu hote hein but usne kaha tha ki jat ek tribe hai and that's true,NOT,0,0
1729927741645189155,"Jawab Aese Hi Dena Chahiye Jaise Ko Taisa
 

 #Hindu #Hindutva","NOT

",0,0
1729905667513946372,"Hindu students of NIT - Srinagar carried out March in support of a suspended Marathi student while chanting ""Vande Matram""","

OFF",1,0
1729924911056196004,"2004 - - 2014 तो आपकी सरकार थी? किसने रोका था आपको? अभी आप लोग फिर से साजिश करना चाह रहे हैं स्वामी जी और आचार्य जी के खिलाफ? शर्मनाक
 #SanatanaDharma #Hindutva","NOT

",0,0
1729908500984152110,"मैं ज्ञान में ब्राह्मण हूँ
 व्यवस्था में वेश्य हूँ
 रणभूमि पर मैं क्षत्रिय हूँ
 और सेवा करने मैं शुद्र हूँ
 अत: मैं सिर्फ हिन्दू 🚩 हूँ।
 

 #RSS #Hindu #Hindutva"," NOT
",0,0
1729907680959922473,"विदेशी भारतीय संस्कृति व सनातन धर्म के सारे रीति-रिवाज को अपना रहे हैं
 

  वहीं कुछ लोग मॉडर्न बनने में भारतीय संस्कृति सनातन धर्म का अपमान कर रहे हैं...
 

 आने वाला वक्त सनातन का है🚩🚩
 जय सनातन धर्म, जय श्रीराम, जय गोविंदा ।
 #Hindutva #SanatanDharma",,0,0
1729883273067892744,Kyoki ye log. Hindu aur hindutva se nafarat krne wale log.. RAM ko na manane wale h...Lekin prarambh bhi Ram hai aur Ant bhi Ram hai..Jai shri RAM...,"

The",0,0
1729874297743982715,"Chal bhai kam se kam ye dhongi hokar hi itna kuch ukhar dala itne din me , tum to dhongi ho nhi to tune itne din me kya ukhara aur kidhar support diya hindutva ko zara batana bhai","

OFF",1,0
1729851506822684860,"sanghi or Hindutva k naam se bimar aadmi ho tum😂😂
 muslims ka to samajh aata hai Madarsao se gyaan le leke aate hai,par tumne kaha se liya hai ye wikipedia se!! jisko koi bhi edit kar sakta hai😂😂",NOT,0,1
1729842365211316235,Acha represent kar raha hai Hindutva… tere IQ aur baat cheet se lag raha hai muh chupa kar logon ko provoke karta hai chomu,"OFF
",1,1
1729838909708706108,"अगर इतने प्रचार और टीवी पर इतने विज्ञापन 
 देने के बाद भी मतदान प्रतिशत नहीं बढ़ रहा  
 है तो..., 
 

 क्यों ना एक बार पोलिंग बूथ पर भण्डारा करवा के देखा जाए। 🤔🤔
 

 😝😝😂😂😜😜🤣🤣😅😅",NOT,0,0
1729838345545531663,कांग्रेस की 6 गारंटी में 3 छेद है।🤔🤫,NOT,0,0
1729925552784732274,"Asaram Bapu Ji उस रात अपने शिष्य के यहाँ मंगनी कार्यक्रम में व्यस्त थे जबकि वह लड़की किसी संदिग्ध व्यक्ति से फोन से बात कर रही थी जोकि Febricated Story ही थी।
  जाँच अधिकारी चंचल मिश्रा ने काॅल डिटेल को छिपाया ताकि सच्चाई सामने ना आ सके।
 Hidden Aspects
 #जोधपुर_की_वो_सच्चाई",NOT,0,0
1729921890465280369,"Bihar k nalanda me2023 ramnavami me danga hua local bjp mla ek din v kisi se na Milne aaya na hi support Kiya abhi Tak sanyojak jail me h nirdosh hote hue v 
 

 Bjp ne bajrang dal ko kamjor kar Diya h maano ya na maano kbhi bhi upr se support nhi milta hame",,0,0
1729921129442373653,"Bihar k nalanda me2023 ramnavami me danga hua local bjp mla ek din v kisi se na Milne aaya na hi support Kiya abhi Tak sanyojak jail me h nirdosh hote hue v 
 

 Bjp ne bajrang dal ko kamjor kar Diya h maano ya na maano kbhi bhi upr se support nhi milta","

OFF",1,0
1729883066234286426,"गुजरात उच्च न्यायालय ने अजान के लिए मस्जिद के लाउडस्पीकर पर प्रतिबंध लगाने की मांग वाली जनहित याचिका की खारिज
 

 #GujaratHighCourt #PIL #BajrangDal #ShaktisinhZala #loudspeakers #mosques #Azaan #vibesofindia","

Note",0,0
1729835526075678900,Abe chodu iit delhi se hu tere baap dada gye hai waha yaha padhai ka baat kar rha apna education bata char swal puchunga hag dega aur ye anti hindu jo ram ji ka mazak bana rha bajrang dal ka mzak godhra KAnd me mare gye hindu ka mzak bana rha uska support kar rha wah re hindu,"NOT

",0,1
1729398791722488260,Bhul gyi tere Munnawar baap ko bajrangdal waalo ne pela tha kutai kiya gya tha stage pe hi 😂😂😂,"

",0,1
1729926318731751503,Bc ye desh world me kabhi ONLY hindu rashtra hua karta tha but wokism/liberalism ne kya haal kar diya!,NOT,0,0
1729918195484758076,"Ye Desh Hindu Rashtra Hi, Kiradar Ye Na Soche Salo Se Reh Rahe Ho To Makan Unka Ho Gaya","

OFF",1,1
1729910967017050530,"क्योंकि 
 देशद्रोही ग़द्दार अंग्रेजों के दलाल 
 भला
 देशभक्त का मुक़दमा क्यों लड़ते
 अगर वो बच जाते 
 तो 
 वो नायक बन जाते 
 और गद्दारों का धंधा बंद हो जाता 
 

 फिर नंगे सोने का प्रयोग 
 एडविना का कुत्ता बनकर चाटना
 और बुढ़ापे का ज्ञान कैसे मिलता","NOT

",0,1
1729900119917805602,tabhi to tum logo ko naam nahi bataye.. kyuki tum bas divide and rule me hi lage ho… aur koi kaam nahi chamcho ko…hindu rashtra to hai yeh… muslim rasthra to nahi banne denge .. isme muslim ko yaha rehne ki full azadi hai .. but sharia law nahi chalega .. samajhe,"NOT 
",0,1
1729898639852507197,Tumhara baap bhi kuch nahin kar payega … tumhare gale ke neeche thoosa jayega … aur manwaya jayega ..,"

(",0,1
1729898088251453791,"Munna Hindu rashtra me ek hi khatra hai ke tere jaese nasedi Kalustanio ka nasha bannd ho jayega, darpok, jahil, nasedi, deshdrohi Kaum $ikh","OFF
",1,1
1729885259570036748,"हमारे नोट मे देश तोड़ने वाला की फोटो है क्यूँ ज़ी
 ये बदलना चाहिए
 #Hindurashtra","NOT

",0,1
1729882799501635873,Tera baap yaha chorke gaya ya teri maa hindu rashtra ki maang karne wali aatankwadi,"

OFF",1,1
1729929317940130283,"Indira ji, an Iron Lady जब अपने तमाम प्रपंचों के बावजूद RSS जैसी देश भक्त संस्था को ख़त्म नहीं कर पाई तो इन जोकरों की क्या औक़ात","

OFF",1,1
1729929285476205043,"कांग्रेस और चमचे कभी ""आतंकवाद"" और ""आतंकवादियों"" को खत्म करने की बात नही करते?RSS, हिंदू और हिंदुत्व से नफरत क्यों?","

OFF",1,0
1729927616596185194,"Modi ke baap ya, RSS ke kisi baap ka koi yogdaan aazaadi ki ladai mein","

OFF",1,1
1729921130339954941,"इनके नाना नानी, दादा दादी, अम्मी अब्बू और सारी कॉंग्रेस नहीं कर पाई RSS को ख़तम 
 

 ये मूर्खों के सरदार क्या ही कर पायेंगे 😀",NOT,0,0
1729919481311588678,RSS ko khatam karne ke chakkar me ko khatam kar rahe hai 😂😂😂aur yeh jaise chutiyo ko lagta hai uska maalik PM banega😂😂,"

",0,1
1729918195866468802,"J बात तो सही कही चीफ साहब ने।
 #RSS #COW",OFF,1,0
1729916603096236468,लग तो यह रहा है कि यह दोनों मिलकर Rss की राजनीति चमका रही हैं । बंटी बबली की चापलूसी करना बंद करो किसी नए नेता को लो नहीं तो कांग्रेस का ऐसे ही बंटाधार होता रहेगा,"

",0,0
1670293482467102720,"#गावो_विश्वस्य_मातरः
 Sant Shri Asharamji Bapu बताते हैं- गौ और गीता ईश्वरप्रदत धरती का अमृत हैं। इन दोनों का आश्रय लेकर मनुष्यमात्र स्वस्थ, सुखी व सम्मानित जीवन के साथ परमात्मप्राप्ति भी कर सकता है। 
 Benefits of Desi Gaay","
1.",0,0
1729920471406408058,1 दिसंबर 2023 को श्री अयोध्या जी से आए पूजित अक्षत शामली पहुंचेंगे।,"

",0,0
1729889893609099266,"Bhaiya gang ne apna dharmik asthan te jake changa kaam ki karna , hora da jake gand pana . Tannatani culture","NOT

",0,0
1729889280699593008,"Jaida injection hindu lagate hain cacaine ka , gobarbhakt hain jo .","NOT

",0,1
1729881934988517835,"चांद पर भी पहुँचे थे,
 और
 टनल में भी पहुँच गए है, तुम लोग ने तो केदारनाथ त्रासदी में हिंदुओं की लाशें को चील 🦅 कौओं को खाने के लिए छोड़ दी थी
 🙏हर हर महादेव 🙏","

Note",0,0
1729876643035119770,"In this YouTube video, a lot of effort has been made to prove Bhindranwale as a saint. Apart from this, much of the information is either incomplete or completely incorrect.
 

 Review coming soon !",,0,0
1729869932501078063,"They look like gobarbhakt , mootarbhakt","NOT

",0,1
1630092861839654913,"#वसई में #लैंड_जिहाद के खिलाफ़ हिंदू सकल समाज का विशाल जनआक्रोश रैली, हजारों लोग हुए शामिल #landjihadinvasai #ralivenews #vasaivirarnewstodaylive #palghar #bjp #sakalhindusamaj #hinduvadi #sangharsha #bjp4india #bajrangdal #maharashtra_police","NOT

",0,0
1616799239639797761,"#hinduakroshmorcha 
 #SakalHinduSamaj 
 

 जय श्रीराम",NOT,0,0
1720186587164643742,"We invite everyone - skeptics, seekers, believers - to follow us and engage in conversation with us, as we document the role of religion in the U.S.",NOT,0,0
1729900699520319550,Jinke Baap Dada ne Talwar ke Daar se Salwar pehan li ho wo aakhri sans taak ladne ki baat nahi karte. Tum wo ho jo Gardan na katwa sake par Lu*li katwa li thi..to aukat ke hisab se tweet karo,"NOT

",0,1
1729898465759531081,Multan mein hazaaron acre pr moheet Aam k bagh katwa kr 1 Mango mela lagwaya 2 din ka.. jis mein darjnon aam rakh k numaish ki gai 🤣,"

(",0,0
1729874553596444968,Aur tu apna katwa le andh namazi 🤣🤣,"OFF
",1,1
1729303068121219473,"Idol worshipping leads to a specific irrational, subservient state of mind. This is why Christianity, Islam, Sikhism, etc., abhor idol worshipping.",NOT,0,1
1729869996778721588,"Tripathiyon ka naam kharab kar diye, ab lulli bhi katwa le!","

OFF",1,1
1729849014869266768,Khudne apna kund katwa liya chutiyape main or Hinduyon ko katne ki bat kar rha hai,OFF,1,1
1729843487028150612,Bhen k lode naam badal le apna chutya rakhle ya katwa naam rakhlee,NOT,0,1
1729805756885574004,"Mera baap to mera baap he lekin tera baap to katwa hi hai. 
 Tu gus jaa katwo ki chatne me jaa gandu.",OFF,1,1
1729754598666121492,Jannat ki hoor ka lalach mil gaya toh katwa lega koi bhi. 😂,NOT,0,1
1729749139196354951,Mere samne ek Katwa bakchodi kar rha hai.. kya karu,"

OFF",1,1
1729688993099383283,Agr teri bhawnaye aahat naa hoti ho to tu pehle to apna katwa le phir apni ammaa bhno ghrwali ka halala kar wale,"

The",0,1
1729654998668099719,"Ghar walo ko chahiye ki aise logo k parivaro ka samool nash kar de, jo unki izzat se khele. Kanoon na abhi kuch kar paya hai na aage kuch kar payega. Jail bharo andolan karo. Saare aatanki aur unke parivar ko thikane lagao. yahi upay dikh raha hai. Vaise bhi nitish katwa liye hai","OFF
",1,1
1729582439356391797,Nhi jayega woh modi bhakt h😂😂😂 Katwa bhakt nhi,"

(",0,1
1728669921054183468,"Discover how mystical wisdom can help you deepen your relationship with God, others, and yourself! Join us Dec 7-10 for the Turning to the Mystics Online Retreat: The Way of the Mind and the Way of the Heart with psychologist James Finley. Register soon!",NOT,0,0
1685481705128546304,"#SpiritualSunday
 हमारे सभी धर्म शास्त्रों में लिखा है इंसान को ज्ञान योग्य के साथ-साथ कर्मयोगी होना बहुत जरूरी है Sant Dr Gurmeet ram rahim ji के अनुसार इंसान को मेथड आफ मेडिटेशन का जाप करने से नकारात्मकता खत्म होती है और सकारात्मक ऊर्जा प्राप्त होती है","NOT

",0,0
1685480212694532096,"#SpiritualSunday यहाँ का कमाया धन इसी जहाँ तक सीमित है लेकिन राम के नाम का धन इस जहाँ में भी मददगार होता है और अगले जहाँ में भी, प्रेरणा स्रोत:- Saint MSG,","
""",0,0
1685477336714776579,"आज के आधुनिक युग में जो लोग अध्यात्मिकता से जुड़े हुए हैं। उनके अंदर सकारात्मक विचार और वह ज्यादा आशावादी होते हैं, वहीं दूसरी तरफ जो लोग आध्यात्मिकता से नहीं जुड़े हुए हैं ज्यादा नेगेटिव विचार वाले होते हैं। #SpiritualSunday",आध,0,0
1600319572304871425,"""A thought-provoking, non-fiction book demonstrating how everyone is united... Tears the reader apart and puts them back together again to have a happier life with more spiritual freedom.""
 

  - Bertha Jackson (5/5 stars)",NOT,0,0
1685509609665302528,"💕💚💜इस घोर कलियुग में सेवा करना बड़ा ही मुश्किल है। कोई भागों वाले जीव होते हैं जो सेवा करते हैं। सेवा के साथ-साथ सुमिरन, भक्ति-इबादत की जाए तो किसी भी चीज की कमी नहीं रहती उस परमात्मा की स्वीटी चढ़ जाता है
 #SpiritualSunday 💕Saint MSG💕",NOT,0,0
1729899800466985105,ji kripya sangyaan le aisi ghatnaon pr.......,"NOT

",0,0
1729891083050422288,Hay dukh kafir bach gye ...chalo ky kar skte h ..bhaichare ka dhong kar k logo ka brenwosh karte h,"

OFF",1,0
1729869686618423526,Abe backrichod . Ja ke dekh le kahi Teri amma kafir ke sath to nahi,"NOT 
",0,1
1729867603051749743,"tum logo ko chaska hai na 72 hoor ka, to bhej diya, sahi to kiya, bade ho ke us bache ne kon sa engineer,doctor banna hai, usne Jih hi krna hai, yahudi/kafir ki g hi k@ hai usne, so its better to k!ll that snake when it is small","

OFF",1,1
1729864238066467019,Apsara bhi to milti hai lekin lekin tam log kafir ko sirf jahnnam ka aag hi milega,NOT,0,1
1729862766452707472,Main dawe ke sath kahta hun ke tumhe kafir or haram ka oulad sabit kardunga agr hai himmat to bol sabit kr dun,"

Main",0,1
1729862635968229581,"chuslam khatre me aa gya, itni rally Kashmiri pandit ke liye kyu nahi nikalte, I will tell, kyuki 1400 saal ki history btati hai ki chuslam other religion ko dbata hai, kafir hai, sabko m@, bhagao. Yo do this all stuff in majority areas, &amp; in minority-victim card","

",0,1
1729698907440001439,जानिए #जोधपुर_की_वो_सच्चाई जो आप तक नहीं पहुंची Asaram Bapu Ji पर POCSO Act लगाने का आधार ही खोखला है क्योंकि लड़की की आयु सम्बन्धित दस्तावेजों में अलग अलग जन्म तिथि हैं। यह निर्दोष संत को फंसाने की Fabricated Story है जो Hidden Aspects बता रहे है,"

OFF",1,0
1729700140791841182,Nirdosh nahi rapist hai ye agar tumhari beti behen ke sath hota tab bhi kehte ke asaram nirdosh hai kuch toh sharam kro,"NOT

",0,0
1729560787310551282,"अबे जो मुख्यमंत्री रहते अपने लड़के को 10 वी न करवा पाए, अब उसके चमचे शिक्षा का ज्ञान देंगे, इतने बुरे दिन आ गए जनता के?","NOT

",0,0
1674799099726675970,"Nice moment Today
  Eid Mubarak aise bhaiyo ke liye🥀
 #Muslim #EidMubarak","NOT

",0,0
1674653640244752384,"Qurbani Ke Dino Me Allah Ta'ala Ko Qurbani Se Zyada Koi Amal Pyara Nahi.....
 #EidAlAdha2023 #EidMubarak #EidAdhaMubarak #Eid2023",NOT,0,0
